fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,strain_gauge_9,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,beacon_start_stop_recording,gear_up_and_locked,flight_id
23611,TR,43:58.4,1160.43,11,V,752.14,2448.91,379.03,1030.5,0,4607.63,68.11,79.95,-38.5,-0.28,0.91,203.71,21685.11,0.22,-3.94,2.61,1,1,203
23612,TR,44:02.5,1164.51,11,P,817.29,2392.65,432.34,1116.37,0,4675.73,59.22,85.87,-35.53,-0.07,1.12,205.25,21576.61,0.21,-3.56,2.7,1,1,203
23613,TR,44:06.7,1168.66,11,V,758.07,2457.8,381.99,1086.76,0,5383.46,76.99,118.45,-71.07,-0.29,0.94,207.72,21576.61,0.26,-3.89,2.91,1,1,203
23614,TR,44:07.4,1169.38,11,P,829.14,2392.65,447.14,1134.14,0,5383.46,62.19,112.53,-74.03,-0.06,1.13,208.02,21576.61,0.23,-4.07,2.79,1,1,203
23615,PE,44:07.8,1169.8,,,796.56,2431.15,417.53,1122.29,0,5383.46,59.22,82.91,-26.65,-0.29,1.01,207.72,21549.48,0.26,-3.99,2.7,1,1,203
23616,TR,44:09.0,1171.03,11,V,758.07,2457.8,390.88,1080.84,0,5383.46,82.91,38.5,20.73,-0.28,0.9,208.33,21630.86,0.21,-3.94,2.43,1,1,203
23617,TR,44:09.6,1171.58,11,P,769.91,2440.03,393.84,1089.72,0,5383.46,68.11,59.22,-2.96,-0.08,1,207.72,21576.61,0.19,-3.94,2.37,1,1,203
23618,TR,44:09.9,1171.91,11,V,722.53,2475.56,370.15,1092.68,0,5383.46,76.99,82.91,-26.65,-0.38,0.89,208.64,21549.48,0.23,-3.97,2.25,1,1,203
23619,TR,44:10.4,1172.36,11,P,802.49,2422.26,417.53,1145.98,0,5383.46,65.15,127.33,-85.87,-0.13,1.1,211.41,21549.48,0.22,-3.94,2.37,1,1,203
23620,TR,44:10.9,1172.91,11,V,734.38,2490.37,358.31,1083.8,0,5383.46,91.8,124.37,-74.03,-0.02,0.89,212.34,21630.86,0.21,-4.04,2.49,1,1,203
23621,TR,44:11.4,1173.43,11,P,811.37,2419.3,429.37,1163.75,0,5383.46,68.11,124.37,-74.03,-0.15,1.11,210.8,21549.48,0.23,-3.94,2.58,1,1,203
23622,TR,44:12.5,1174.51,11,V,734.38,2469.64,384.96,1113.41,0,5383.46,74.03,88.84,-32.57,-0.35,0.89,208.64,21576.61,0.23,-4.12,3.06,1,1,203
23623,TR,44:12.6,1174.63,11,P,775.83,2425.22,420.49,1134.14,0,5383.46,68.11,65.15,-14.81,-0.18,1,208.64,21576.61,0.22,-4.15,3.03,1,1,203
23624,TR,44:12.8,1174.83,11,V,710.69,2505.18,346.46,1086.76,0,5383.46,88.84,76.99,-11.84,-0.22,0.84,209.87,21549.48,0.22,-4.15,3.12,1,1,203
23625,TR,44:12.9,1174.93,11,P,781.76,2410.42,411.61,1134.14,0,5383.46,76.99,76.99,-14.81,-0.07,0.99,210.8,21549.48,0.25,-4.15,3.06,1,1,203
23626,TR,44:13.4,1175.36,11,V,728.46,2499.25,358.31,1083.8,0,5383.46,79.95,82.91,-26.65,-0.16,0.84,211.41,21549.48,0.25,-4.12,3.09,1,1,203
23627,TR,44:14.2,1176.21,11,P,846.9,2392.65,453.06,1181.52,0,5383.46,47.38,65.15,-11.84,-0.18,1.1,209.87,21576.61,0.23,-4.22,2.91,1,1,203
23628,TR,44:14.6,1176.63,11,V,775.83,2481.49,376.07,1119.33,0,5383.46,79.95,53.3,8.88,-0.06,0.89,211.41,21549.48,0.23,-4.04,2.88,1,1,203
23629,TR,44:15.0,1176.96,11,P,775.83,2434.11,408.65,1134.14,0,5383.46,76.99,53.3,8.88,-0.3,0.98,212.34,21549.48,0.23,-3.84,2.82,1,1,203
23630,TR,44:15.2,1177.18,11,V,743.26,2490.37,370.15,1104.53,0,5383.46,106.6,79.95,-17.77,-0.19,0.9,212.64,21576.61,0.21,-3.74,2.85,1,1,203
23631,TR,44:16.2,1178.23,11,P,846.9,2395.61,458.99,1205.21,0,5383.46,71.07,100.68,-47.38,-0.04,1.15,212.64,21576.61,0.22,-3.86,2.43,1,1,203
23632,TR,44:16.4,1178.41,11,V,796.56,2451.87,408.65,1160.79,0,5383.46,85.87,112.53,-59.22,-0.13,1.01,212.34,21549.48,0.25,-3.92,2.37,1,1,203
23633,TR,44:16.5,1178.48,11,P,829.14,2374.88,482.68,1193.36,0,5383.46,59.22,88.84,-23.69,-0.15,1.19,212.95,21630.86,0.21,-3.94,2.43,1,1,203
23634,TR,44:16.7,1178.73,11,V,755.11,2475.56,390.88,1119.33,0,5383.46,106.6,127.33,-68.11,-0.4,0.91,213.57,21468.1,0.22,-3.92,2.43,1,1,203
23635,TR,44:17.3,1179.33,11,P,840.98,2395.61,453.06,1190.4,0,5383.46,59.22,124.37,-59.22,-0.15,1.14,214.8,21468.1,0.23,-3.94,2.22,1,1,203
23636,TR,44:17.7,1179.73,11,V,761.03,2469.64,384.96,1107.49,0,5383.46,109.56,109.56,-38.5,-0.16,0.89,215.42,21576.61,0.23,-3.94,2.25,1,1,203
23637,TR,44:17.8,1179.78,11,P,769.91,2440.03,405.68,1137.1,0,5383.46,74.03,103.64,-38.5,-0.24,1,215.11,21576.61,0.22,-4.02,2.25,1,1,203
23638,TR,44:17.8,1179.83,11,V,766.95,2442.99,405.68,1145.98,0,5383.46,115.49,94.76,-26.65,-0.38,0.89,215.11,21603.73,0.23,-3.97,2.31,1,1,203
23639,TR,44:17.9,1179.88,11,P,799.52,2445.95,408.65,1116.37,0,5383.46,106.6,85.87,-20.73,0.17,0.98,214.8,21576.61,0.23,-3.99,2.25,1,1,203
23640,TR,44:18.1,1180.08,11,V,740.3,2463.72,381.99,1134.14,0,5383.46,88.84,29.61,50.34,-0.69,0.89,216.03,21603.73,0.22,-3.94,2.25,1,1,203
23641,TR,44:18.2,1180.23,11,P,758.07,2419.3,429.37,1140.06,0,5383.46,115.49,103.64,-38.5,-0.11,1.02,216.34,21549.48,0.23,-3.97,2.22,1,1,203
23642,TR,44:18.3,1180.33,11,V,781.76,2466.68,379.03,1116.37,0,5383.46,85.87,85.87,-20.73,-0.41,0.93,216.34,21576.61,0.22,-3.99,2.22,1,1,203
23643,TR,44:18.4,1180.38,11,P,752.14,2475.56,381.99,1110.45,0,5383.46,85.87,103.64,-41.46,-0.22,1.01,216.65,21549.48,0.23,-3.99,2.31,1,1,203
23644,TR,44:18.4,1180.43,11,V,722.53,2457.8,393.84,1110.45,0,5383.46,100.68,97.72,-26.65,-0.17,0.86,216.96,21576.61,0.22,-3.92,2.25,1,1,203
23645,TR,44:18.5,1180.46,11,P,737.34,2445.95,405.68,1116.37,0,5383.46,106.6,118.45,-50.34,-0.25,0.96,216.96,21576.61,0.23,-3.92,2.25,1,1,203
23646,TR,44:18.5,1180.51,11,V,763.99,2481.49,361.27,1122.29,0,5383.46,100.68,118.45,-62.19,-0.44,0.82,217.27,21549.48,0.23,-3.97,2.25,1,1,203
23647,TR,44:19.2,1181.16,11,P,882.44,2312.7,524.13,1282.2,0,5383.46,62.19,65.15,2.96,-0.29,1.34,214.8,21549.48,0.21,-3.99,2.82,1,1,203
23648,TR,44:20.7,1182.68,11,V,746.22,2484.45,373.11,1140.06,0,5383.46,94.76,118.45,-50.34,-0.25,0.89,213.57,21576.61,0.21,-4.12,3.15,1,1,203
23649,TR,44:21.3,1183.31,11,P,793.6,2416.34,438.26,1217.05,0,5383.46,82.91,106.6,-38.5,-0.36,1.06,213.88,21549.48,0.23,-4.07,3.03,1,1,203
23650,TR,44:21.8,1183.81,11,V,687,2531.83,322.77,1128.22,0,5383.46,136.22,118.45,-56.26,-0.5,0.73,213.57,21522.35,0.23,-3.84,3.06,1,1,203
23651,TR,44:21.9,1183.93,11,P,763.99,2448.91,399.76,1145.98,0,5383.46,106.6,56.26,20.73,-0.07,0.91,213.88,21576.61,0.19,-3.76,3.03,1,1,203
23652,TR,44:22.0,1183.98,11,V,746.22,2472.6,376.07,1154.87,0,5383.46,130.29,71.07,8.88,-0.28,0.84,213.57,21630.86,0.21,-3.86,3.03,1,1,203
23653,TR,44:22.3,1184.26,11,P,876.52,2380.8,482.68,1237.78,0,5383.46,59.22,76.99,-8.88,-0.07,1.21,214.18,21549.48,0.19,-3.71,3.03,1,1,203
23654,TR,44:22.4,1184.43,11,V,793.6,2475.56,393.84,1181.52,0,5383.46,94.76,106.6,-44.42,-0.19,0.97,215.11,21549.48,0.25,-3.92,3.03,1,1,203
23655,TR,44:22.6,1184.61,11,P,849.86,2428.18,429.37,1217.05,0,5383.46,62.19,94.76,-23.69,-0.11,1.13,215.42,21549.48,0.23,-4.02,2.97,1,1,203
23656,TR,44:22.7,1184.73,11,V,799.52,2395.61,461.95,1208.17,0,5383.46,109.56,76.99,-2.96,-0.29,1.01,215.72,21576.61,0.23,-3.92,2.85,1,1,203
23657,TR,44:22.8,1184.78,11,P,817.29,2442.99,429.37,1205.21,0,5383.46,62.19,76.99,-11.84,-0.11,1.12,216.03,21549.48,0.23,-4.02,2.88,1,1,203
23658,PE,44:22.8,1184.8,,,817.29,2442.99,429.37,1205.21,0,5383.46,62.19,76.99,-11.84,-0.11,1.12,216.03,21549.48,0.23,-4.02,2.88,1,1,203
23659,TR,44:23.6,1185.56,11,V,763.99,2472.6,393.84,1169.67,0,5383.46,106.6,136.22,-71.07,-0.24,0.94,216.65,21549.48,0.22,-3.94,2.67,1,1,203
23660,TR,44:24.4,1186.43,11,P,852.83,2374.88,479.71,1255.55,0,5383.46,82.91,56.26,20.73,-0.19,1.21,215.42,21522.35,0.23,-3.84,2.64,1,1,203
23661,TR,44:24.7,1186.73,11,V,790.64,2416.34,441.22,1228.9,0,5383.46,82.91,65.15,0,-0.51,1,215.42,21522.35,0.22,-3.94,2.7,1,1,203
23662,TR,44:24.9,1186.88,11,P,897.24,2336.39,530.05,1255.55,0,5383.46,65.15,88.84,-17.77,0.08,1.27,215.42,21576.61,0.21,-4.02,2.73,1,1,203
23663,TR,44:25.1,1187.08,11,V,808.41,2425.22,447.14,1228.9,0,5383.46,106.6,71.07,2.96,-0.4,1.02,215.72,21603.73,0.22,-4.02,2.73,1,1,203
23664,TR,44:25.2,1187.18,11,P,811.37,2404.49,461.95,1234.82,0,5383.46,74.03,88.84,-23.69,-0.26,1.12,215.42,21576.61,0.23,-4.04,2.7,1,1,203
23665,TR,44:25.5,1187.53,11,V,743.26,2502.21,370.15,1157.83,0,5383.46,109.56,142.14,-71.07,-0.11,0.89,214.8,21549.48,0.23,-4.07,2.73,1,1,203
23666,TR,44:25.7,1187.66,11,P,775.83,2466.68,405.68,1184.48,0,5383.46,88.84,136.22,-74.03,-0.02,1,214.8,21522.35,0.22,-4.07,2.7,1,1,203
23667,TR,44:25.9,1187.91,11,V,743.26,2499.25,370.15,1151.91,0,5383.46,112.53,136.22,-65.15,-0.29,0.84,214.18,21576.61,0.23,-4.15,2.82,1,1,203
23668,TR,44:26.4,1188.43,11,P,796.56,2386.73,467.87,1243.7,0,5383.46,41.46,59.22,20.73,-0.11,1.16,213.88,21549.48,0.22,-4.27,3.3,1,1,203
23669,TR,44:26.5,1188.53,11,V,829.14,2407.46,441.22,1231.86,0,5383.46,109.56,65.15,8.88,-0.38,1.01,214.8,21522.35,0.25,-3.99,3.33,1,1,203
23670,TR,44:26.6,1188.58,11,P,790.64,2451.87,417.53,1205.21,0,5383.46,38.5,88.84,-20.73,-0.02,1.1,214.8,21549.48,0.25,-4.07,3.33,1,1,203
23671,TR,44:26.8,1188.78,11,V,734.38,2508.14,358.31,1166.71,0,5383.46,106.6,118.45,-38.5,-0.23,0.82,215.72,21576.61,0.23,-3.94,3.09,1,1,203
23672,TR,44:26.9,1188.88,11,P,781.76,2445.95,417.53,1175.6,0,5383.46,85.87,112.53,-44.42,0.21,1.02,215.72,21576.61,0.25,-3.97,3,1,1,203
23673,TR,44:27.0,1188.98,11,V,728.46,2505.18,358.31,1160.79,0,5383.46,121.41,103.64,-23.69,-0.43,0.81,215.72,21657.99,0.21,-3.97,2.85,1,1,203
23674,TR,44:27.2,1189.18,11,P,829.14,2363.04,476.75,1249.63,0,5383.46,59.22,59.22,11.84,-0.18,1.13,216.34,21576.61,0.21,-4.02,2.73,1,1,203
23675,TR,44:27.3,1189.28,11,V,817.29,2425.22,435.3,1231.86,0,5383.46,88.84,71.07,0,-0.31,0.98,217.27,21576.61,0.22,-3.86,2.67,1,1,203
23676,TR,44:27.5,1189.46,11,P,852.83,2386.73,467.87,1249.63,0,5383.46,59.22,76.99,-2.96,-0.1,1.2,216.96,21576.61,0.23,-3.94,2.67,1,1,203
23677,TR,44:27.7,1189.68,11,V,802.49,2425.22,429.37,1240.74,0,5383.46,68.11,85.87,-14.81,-0.49,1,217.27,21630.86,0.22,-3.99,2.46,1,1,203
23678,TR,44:27.8,1189.81,11,P,852.83,2395.61,458.99,1240.74,0,5383.46,85.87,71.07,11.84,-0.09,1.11,215.72,21685.11,0.19,-4.02,2.43,1,1,203
23679,TR,44:28.0,1189.96,11,V,808.41,2425.22,453.06,1222.98,0,5383.46,94.76,32.57,47.38,-0.25,1.02,216.34,21576.61,0.23,-3.94,2.43,1,1,203
23680,TR,44:28.1,1190.11,11,P,829.14,2392.65,467.87,1231.86,0,5383.46,62.19,47.38,29.61,0.06,1.11,215.72,21576.61,0.23,-3.97,2.25,1,1,203
23681,TR,44:29.2,1191.16,11,V,781.76,2448.91,405.68,1228.9,0,5383.46,106.6,151.02,-82.91,-0.42,0.94,214.8,21685.11,0.23,-4.07,2.43,1,1,203
23682,TR,44:29.5,1191.46,11,P,805.45,2425.22,435.3,1240.74,0,5383.46,85.87,145.1,-74.03,-0.19,1.11,212.95,21603.73,0.25,-4.07,2.7,1,1,203
23683,TR,44:29.8,1191.76,11,V,746.22,2487.41,393.84,1228.9,0,5383.46,106.6,151.02,-74.03,-0.33,0.92,212.64,21630.86,0.23,-4.15,2.85,1,1,203
23684,TR,44:30.4,1192.43,11,P,838.02,2416.34,464.91,1276.28,0,5383.46,74.03,50.34,23.69,-0.04,1.11,212.34,21603.73,0.22,-4.22,3.21,1,1,203
23685,TR,44:31.1,1193.11,11,V,749.18,2472.6,405.68,1228.9,0,5383.46,94.76,59.22,23.69,-0.34,0.89,213.26,21657.99,0.23,-4.3,3.39,1,1,203
23686,TR,44:31.3,1193.26,11,P,775.83,2448.91,411.61,1249.63,0,5383.46,79.95,76.99,2.96,-0.25,0.98,213.57,21603.73,0.23,-4.32,3.33,1,1,203
23687,TR,44:31.4,1193.38,11,V,749.18,2496.29,384.96,1228.9,0,5383.46,82.91,109.56,-26.65,-0.21,0.9,212.03,21603.73,0.25,-4.32,3.33,1,1,203
23688,TR,44:31.5,1193.51,11,P,781.76,2440.03,420.49,1249.63,0,5383.46,82.91,41.46,47.38,-0.19,0.99,212.95,21712.24,0.19,-4.38,3.36,1,1,203
23689,TR,44:32.0,1193.98,11,V,734.38,2519.98,358.31,1181.52,0,5383.46,94.76,118.45,-44.42,-0.16,0.8,213.88,21657.99,0.25,-4.43,3.36,1,1,203
23690,TR,44:32.2,1194.18,11,P,758.07,2522.94,352.38,1184.48,0,5383.46,71.07,127.33,-50.34,0.13,0.93,214.8,21630.86,0.23,-4.32,3.12,1,1,203
23691,TR,44:32.3,1194.28,11,V,746.22,2484.45,387.92,1205.21,0,5383.46,130.29,148.06,-74.03,-0.18,0.82,214.8,21657.99,0.22,-4.32,3.18,1,1,203
23692,TR,44:32.8,1194.76,11,P,781.76,2445.95,429.37,1255.55,0,5383.46,65.15,82.91,-2.96,-0.14,1.06,213.57,21630.86,0.25,-4.22,3.12,1,1,203
23693,TR,44:33.3,1195.26,11,V,781.76,2484.45,405.68,1231.86,0,5383.46,88.84,82.91,-2.96,-0.25,0.91,211.72,21739.37,0.23,-4.22,2.64,1,1,203
23694,TR,44:33.6,1195.61,11,P,784.72,2460.76,411.61,1231.86,0,5383.46,68.11,65.15,20.73,0.01,1,212.95,21685.11,0.21,-4.22,2.4,1,1,203
23695,TR,44:34.3,1196.33,11,V,743.26,2499.25,381.99,1231.86,0,5383.46,82.91,106.6,-26.65,-0.36,0.89,212.64,21739.37,0.23,-4.32,2.82,1,1,203
23696,TR,44:34.5,1196.48,11,P,790.64,2460.76,414.57,1258.51,0,5383.46,88.84,100.68,-23.69,-0.22,0.98,212.95,21657.99,0.23,-4.38,2.94,1,1,203
23697,TR,44:35.2,1197.18,11,V,719.57,2558.48,331.65,1163.75,0,5383.46,100.68,148.06,-74.03,-0.1,0.76,215.11,21685.11,0.23,-4.45,2.82,1,1,203
23698,TR,44:35.6,1197.58,11,P,805.45,2454.83,417.53,1276.28,0,5297.59,94.76,136.22,-65.15,-0.2,1.04,214.8,21630.86,0.23,-4.25,2.85,1,1,203
23699,TR,44:36.4,1198.41,11,V,740.3,2493.33,393.84,1220.01,0,5383.46,94.76,91.8,-8.88,-0.23,0.87,215.42,21685.11,0.23,-4.25,2.94,1,1,203
23700,TR,44:36.6,1198.61,11,P,775.83,2472.6,411.61,1240.74,0,5383.46,62.19,79.95,-2.96,0.01,0.98,216.03,21657.99,0.21,-4.22,2.85,1,1,203
23701,TR,44:37.2,1199.18,11,V,734.38,2514.06,367.19,1217.05,0,5383.46,88.84,103.64,-26.65,-0.3,0.84,216.34,21657.99,0.23,-4.22,2.85,1,1,203
23702,TR,44:37.6,1199.58,11,P,769.91,2469.64,408.65,1264.43,0,5383.46,94.76,103.64,-14.81,-0.38,0.98,215.72,21739.37,0.23,-4.12,3.06,1,1,203
23703,PE,44:37.8,1199.8,,,761.03,2478.52,405.68,1255.55,0,5383.46,94.76,106.6,-23.69,-0.26,0.94,216.65,21657.99,0.21,-4.12,3.12,1,1,203
23704,TR,44:38.0,1199.98,11,V,737.34,2511.1,367.19,1228.9,0,5383.46,106.6,109.56,-26.65,-0.16,0.87,216.65,21630.86,0.19,-4.15,3.21,1,1,203
23705,TR,44:38.8,1200.83,11,P,950.55,2277.16,607.05,1439.14,0,5383.46,41.46,62.19,23.69,-0.23,1.44,219.73,21603.73,0.23,-3.92,3.51,1,1,203
23706,TR,44:39.0,1200.96,11,V,781.76,2466.68,426.41,1299.97,0,5383.46,71.07,103.64,-14.81,-0.14,1.03,220.35,21603.73,0.23,-4.04,3.3,1,1,203
23707,TR,44:39.1,1201.11,11,P,864.67,2431.15,453.06,1311.81,0,5383.46,71.07,130.29,-50.34,-0.06,1.15,221.27,21712.24,0.19,-4.17,3.06,1,1,203
23708,TR,44:39.5,1201.48,11,V,737.34,2543.67,358.31,1270.35,0,5383.46,133.25,171.75,-82.91,-0.14,0.85,221.27,21630.86,0.23,-4.04,3.06,1,1,203
23709,TR,44:39.8,1201.78,11,P,796.56,2440.03,441.22,1323.66,0,5383.46,127.33,124.37,-38.5,-0.18,1.08,222.19,21630.86,0.22,-3.97,2.97,1,1,203
23710,TR,44:40.5,1202.51,11,V,734.38,2490.37,387.92,1276.28,0,5383.46,118.45,76.99,11.84,-0.34,0.87,221.27,21603.73,0.25,-3.99,3.66,1,1,203
23711,TR,44:40.7,1202.66,11,P,775.83,2445.95,441.22,1314.77,0,5383.46,106.6,62.19,26.65,-0.24,0.98,223.43,21685.11,0.23,-3.94,4.66,1,1,203
23712,TR,44:41.1,1203.11,11,V,752.14,2493.33,393.84,1276.28,0,5383.46,115.49,65.15,20.73,-0.39,0.83,222.5,21630.86,0.22,-3.84,5.38,1,1,203
23713,TR,44:41.4,1203.41,11,P,929.82,2312.7,577.43,1433.22,0,5383.46,68.11,76.99,11.84,-0.09,1.4,223.12,21576.61,0.21,-3.81,5.44,1,1,203
23714,TR,44:41.5,1203.46,11,V,926.86,2300.85,577.43,1442.1,0,5383.46,91.8,44.42,44.42,-0.29,1.32,222.19,21576.61,0.25,-3.81,5.41,1,1,203
23715,TR,44:41.5,1203.51,11,P,923.89,2330.46,556.71,1430.26,0,5383.46,62.19,32.57,59.22,-0.19,1.41,221.89,21630.86,0.22,-3.81,5.35,1,1,203
23716,TR,44:41.8,1203.78,11,V,829.14,2413.38,482.68,1359.19,0,5383.46,88.84,71.07,20.73,-0.04,1.12,221.89,21549.48,0.23,-3.89,5.41,1,1,203
23717,TR,44:41.8,1203.83,11,P,838.02,2389.69,500.44,1365.11,0,5383.46,76.99,76.99,20.73,-0.17,1.2,221.89,21603.73,0.21,-3.81,5.38,1,1,203
23718,TR,44:42.1,1204.13,11,V,761.03,2466.68,420.49,1311.81,0,5383.46,153.98,47.38,44.42,-0.29,0.89,222.19,21576.61,0.23,-3.94,5.32,1,1,203
23719,TR,44:42.2,1204.21,11,P,758.07,2457.8,429.37,1299.97,0,5383.46,85.87,41.46,56.26,-0.39,0.99,222.19,21603.73,0.23,-4.07,5.26,1,1,203
23720,TR,44:42.3,1204.28,11,V,743.26,2499.25,399.76,1288.12,0,5383.46,130.29,76.99,20.73,-0.44,0.87,221.58,21630.86,0.25,-3.92,5.26,1,1,203
23721,TR,44:43.0,1204.98,11,P,817.29,2413.38,464.91,1371.04,0,5383.46,71.07,124.37,-26.65,-0.37,1.2,220.04,21630.86,0.22,-3.97,5.02,1,1,203
23722,TR,44:43.0,1205.03,11,V,808.41,2440.03,453.06,1371.04,0,5383.46,106.6,130.29,-38.5,-0.47,1.04,219.73,21630.86,0.23,-3.89,5.02,1,1,203
23723,TR,44:43.1,1205.13,11,P,817.29,2422.26,467.87,1353.27,0,5383.46,71.07,133.25,-44.42,-0.12,1.21,219.73,21576.61,0.25,-3.94,4.99,1,1,203
23724,TR,44:44.1,1206.13,11,V,740.3,2552.55,346.46,1217.05,0,5383.46,109.56,142.14,-56.26,0.29,0.79,219.73,21685.11,0.21,-4.22,3.15,1,1,203
23725,TR,44:44.4,1206.41,11,P,840.98,2419.3,470.83,1323.66,0,5383.46,100.68,44.42,47.38,-0.02,1.1,220.96,21630.86,0.23,-4.04,2.97,1,1,203
23726,TR,44:44.5,1206.46,11,V,817.29,2463.72,435.3,1291.08,0,5383.46,85.87,14.81,91.8,0.04,0.99,219.73,21576.61,0.25,-3.99,2.91,1,1,203
23727,TR,44:44.7,1206.68,11,P,858.75,2398.57,488.6,1341.42,0,5383.46,59.22,-41.46,142.14,-0.11,1.13,218.81,21549.48,0.22,-3.89,2.7,1,1,203
23728,TR,44:44.9,1206.86,11,V,832.1,2419.3,461.95,1326.62,0,5383.46,106.6,-65.15,165.83,-0.18,1.02,217.57,21603.73,0.23,-3.81,2.7,1,1,203
23729,TR,44:45.0,1207.03,11,P,879.48,2374.88,515.25,1347.35,0,5383.46,82.91,-5.92,97.72,0.01,1.16,217.57,21576.61,0.23,-3.81,2.7,1,1,203
23730,TR,44:45.2,1207.18,11,V,796.56,2422.26,458.99,1335.5,0,5383.46,94.76,-5.92,103.64,-0.3,1.01,217.57,21603.73,0.21,-3.84,2.7,1,1,203
23731,TR,44:45.6,1207.56,11,P,846.9,2416.34,467.87,1350.31,0,5383.46,88.84,79.95,20.73,-0.1,1.1,217.57,21603.73,0.22,-3.92,2.46,1,1,203
23732,TR,44:45.8,1207.76,11,V,796.56,2460.76,417.53,1338.46,0,5383.46,94.76,151.02,-65.15,-0.34,0.94,217.57,21630.86,0.23,-3.97,2.46,1,1,203
23733,TR,44:46.0,1207.96,11,P,906.13,2374.88,521.17,1421.38,0,5383.46,47.38,112.53,-26.65,0.03,1.3,216.34,21576.61,0.23,-3.94,2.49,1,1,203
23734,TR,44:46.3,1208.31,11,V,793.6,2481.49,408.65,1350.31,0,5383.46,118.45,186.56,-106.6,-0.41,0.95,216.65,21576.61,0.22,-3.99,3.33,1,1,203
23735,TR,44:46.7,1208.73,11,P,917.97,2357.12,527.09,1465.79,0,5383.46,88.84,180.63,-103.64,-0.2,1.32,216.03,21630.86,0.23,-3.89,3.33,1,1,203
23736,TR,44:47.2,1209.16,11,V,722.53,2493.33,405.68,1326.62,0,5383.46,148.06,171.75,-74.03,-0.46,0.82,217.57,21630.86,0.23,-4.12,3.69,1,1,203
23737,TR,44:47.3,1209.31,11,P,793.6,2502.21,405.68,1335.5,0,5383.46,100.68,183.59,-103.64,-0.1,1,217.57,21603.73,0.23,-3.99,3.66,1,1,203
23738,TR,44:47.5,1209.53,11,V,675.15,2611.78,287.24,1217.05,0,5383.46,118.45,219.13,-145.1,0.13,0.75,217.57,21630.86,0.22,-3.81,3.6,1,1,203
23739,TR,44:47.9,1209.91,11,P,855.79,2431.15,467.87,1353.27,0,5383.46,106.6,44.42,56.26,-0.12,1.15,217.27,21576.61,0.25,-3.56,3.45,1,1,203
23740,TR,44:48.3,1210.31,11,V,769.91,2475.56,411.61,1320.7,0,5383.46,115.49,94.76,0,-0.3,0.9,217.88,21603.73,0.22,-3.53,3.39,1,1,203
23741,TR,44:48.7,1210.71,11,P,861.71,2386.73,500.44,1371.04,0,5383.46,82.91,106.6,-20.73,-0.08,1.2,216.65,21576.61,0.23,-3.74,3.12,1,1,203
23742,TR,44:49.0,1210.98,11,V,793.6,2531.83,358.31,1264.43,0,5383.46,82.91,76.99,20.73,0.07,0.87,216.65,21549.48,0.23,-3.97,2.79,1,1,203
23743,TR,44:49.4,1211.43,11,P,923.89,2339.35,547.82,1403.61,0,5383.46,44.42,-17.77,115.49,-0.02,1.24,215.72,21603.73,0.21,-3.66,2.7,1,1,203
23744,TR,44:49.6,1211.63,11,V,749.18,2519.98,373.11,1276.28,0,5383.46,133.25,71.07,38.5,-0.17,0.84,215.72,21630.86,0.23,-3.71,2.61,1,1,203
23745,TR,44:49.9,1211.86,11,P,829.14,2475.56,426.41,1347.35,0,5383.46,82.91,29.61,79.95,-0.16,1.03,215.11,21576.61,0.19,-3.61,2.55,1,1,203
23746,TR,44:49.9,1211.91,11,V,769.91,2499.25,393.84,1323.66,0,5383.46,106.6,76.99,26.65,-0.19,0.9,215.42,21576.61,0.22,-3.58,2.58,1,1,203
23747,TR,44:50.0,1212.03,11,P,852.83,2419.3,473.79,1376.96,0,5383.46,85.87,17.77,91.8,0.01,1.16,215.72,21549.48,0.23,-3.43,2.7,1,1,203
23748,TR,44:50.2,1212.23,11,V,832.1,2428.18,464.91,1388.8,0,5383.46,76.99,35.53,68.11,-0.27,1.04,215.11,21657.99,0.23,-3.46,2.82,1,1,203
23749,TR,44:50.4,1212.36,11,P,843.94,2398.57,494.52,1406.57,0,5383.46,82.91,44.42,56.26,-0.3,1.17,216.65,21549.48,0.25,-3.51,2.91,1,1,203
23750,TR,44:50.5,1212.48,11,V,852.83,2392.65,488.6,1406.57,0,5383.46,94.76,29.61,71.07,-0.39,1.09,216.03,21522.35,0.25,-3.61,3.03,1,1,203
23751,TR,44:50.9,1212.88,11,P,935.74,2324.54,568.55,1486.52,0,5383.46,94.76,85.87,20.73,-0.38,1.35,219.73,21576.61,0.22,-3.51,3.03,1,1,203
23752,TR,44:51.0,1213.01,11,V,832.1,2454.83,453.06,1418.41,0,5383.46,59.22,186.56,-115.49,-0.53,1.1,219.73,21576.61,0.19,-3.66,3.06,1,1,203
23753,TR,44:51.2,1213.23,11,P,935.74,2357.12,535.98,1465.79,0,5383.46,106.6,148.06,-53.3,-0.11,1.4,219.73,21549.48,0.23,-3.66,2.97,1,1,203
23754,TR,44:51.3,1213.28,11,V,917.97,2386.73,512.29,1442.1,0,5383.46,62.19,148.06,-59.22,0,1.23,219.73,21576.61,0.23,-3.58,3.03,1,1,203
